Title,Description,Subject,Department 1,Department 2,Department 3,Departments,Course Number,Academic Level,Prerequisites,Locations,Course Types ,Course Name,Course ID,Last Updated ,Item Type,Path
Gender Politics From a Global Perspectiv,"This course examines the main theoretical approaches, questions, debates, and findings about the role of gender in politics across countries. Students will analyze the global variation in women's political participation and voting behavior; women's representation in executive and legislative offices; the impact of women's leadership on various policy areas; and women's participation and activism in civil society.",Political Science,Political Science,,,Political Science,216,Undergraduate,,Main Campus; Distance Learning-On Line,,PSCI-216,4675,2/26/2021 6:15,Item,Lists/Courses
Media and Islam,,Honors Program,Honors Curriculum,,,Honors Curriculum,322X,Undergraduate,,Main Campus,,HONR-322X,4676,2/26/2021 6:15,Item,Lists/Courses
Gender Politics,,Honors Program,Honors Curriculum,,,Honors Curriculum,216,Undergraduate,,Main Campus,,HONR-216,4677,2/26/2021 6:15,Item,Lists/Courses
Media and Islam,,World Religions,World Religions,,,World Religions,322X,Undergraduate,,Main Campus,,WREL-322X,4678,2/26/2021 6:15,Item,Lists/Courses
Adv Clinical Nutrition I,"Integrative nutrition and functional medicine in Metabolic Health Issues and Cardio Vascular Health (Metabolic Syndrome, Obesity, Weight Loss Resistance, Diabetes Mellitus, Diabesity, Non - Alcoholic Fatty Liver Disease, Liver Disease, Hypertension, CVD, CHD, Arrythmia, Vascular Health, Hyperlipidemia, Gastric Bypass Surgery, Hypothyroidism, Hashimoto's Thyroiditis, Graves' Disease and other Endocrine Disorders). Critical assessment and evaluation of current Evidence Based Nutrition (EBN) and other interventions: Low Glycemic Index and Glycemic Load Diets, DASH Diet, Vegetarian Diet, Ketogenic Diet, Fruitarian, Paleo Diet, Whole 30 Diet, Elimination Diets, IFM Intermittent Fasting and Mitochondrial Diet, IFM Cardiometabolic Diet, and all weight loss and FAD diets as they pertain to Metabolic Health Issues and the potential dangers of them. Supplementation EBN evaluation, assessment and dosing for condition specific application.",Health Science,Health Sciences,,,Health Sciences,851,Graduate,,Main Campus; Distance Learning-On Line,,HSCI-851,4680,3/2/2021 6:15,Item,Lists/Courses
Adv Clinical Nutrition II,"Integrative nutrition and functional medicine in cardiovascular health (heart disease, congestive heart failure, arrhythmia, dyslipidemia, hypertension, vascular health, anemia).",Health Science,Health Sciences,,,Health Sciences,852,Graduate,,Main Campus; Distance Learning-On Line,,HSCI-852,4681,3/2/2021 6:15,Item,Lists/Courses
Adv Clinical Nutrition III,"Integrative nutrition and functional medicine in Metabolic Health issues (Metabolic syndrome obesity, chronic fatigue syndrome, diabetes mellitus, and other endocrine disorders).",Health Science,Health Sciences,,,Health Sciences,853,Graduate,,Main Campus; Distance Learning-On Line,,HSCI-853,4682,2/26/2021 6:15,Item,Lists/Courses
Adv. Clinical Nutrition IV,"Integrative nutrition and functional medicine in chronic and degenerative diseases, neurological disorders, immune dysfunction, osteoarthritis, chronic inflammation, allergies, cancer.",Health Science,Health Sciences,,,Health Sciences,854,Graduate,,Main Campus; Distance Learning-On Line,,HSCI-854,4683,2/26/2021 6:15,Item,Lists/Courses
Map It Forward: Curriculum Ldrshp,"The course is designed to increase knowledge, understanding, and competencies required for researching and designing curriculum considering the needs of 21st century learners. Topics to be examined include: UDL, CBC, extended knowledge of the CCSS with additional focus on the NGSS and C-3 framework for social studies.",Educational Leadership,Educational Leadership,,,Educational Leadership,661X,Graduate,,Main Campus; Waterbury,,EDLD-661X,4684,2/26/2021 6:15,Item,Lists/Courses
Nursing Topics-Ind Study,,Nursing,Nursing,,,Nursing,299,Undergraduate,,,,NURS-299,4685,2/26/2021 6:15,Item,Lists/Courses
Phlebotomy Lab,"Introduction  to  the  practice  of phlebotomy and laboratory safety. Pre-analytical, analytical and post analytical components of laboratory service. Introduction to the principle  and  practice  of  quality  assurance  and quality improvement.",Medical Laboratory Sciences,Medical Laboratory Science,,,Medical Laboratory Science,301L,Undergraduate,,Main Campus; Aquaculture Science and Tech,,MLSC-301L,4686,2/26/2021 6:15,Item,Lists/Courses
International Business,"Social, economic, political and cultural differences require broad inquiries and focused investigations; analysis of situations, regions, and industries seek satisfactory solutions to doing business internationally.",International Business,International Business,,,International Business,555X,Graduate,,Main Campus; Distance Learning-On Line,,INTLBU-555X,4688,2/26/2021 6:15,Item,Lists/Courses
Clinical Mental Health Internship,,Counseling,Counseling,,,Counseling,609,Graduate,,Main Campus; Distance Learning-On Line,,COUN-609,4689,2/26/2021 6:15,Item,Lists/Courses
Strat for Program Development in Ece,"Students will examine the necessary skills and professional competencies needed to be effective early childhood program managers. Topics include: organizational vision and mission, objectives and functions of staff supervision, guidelines for recruiting, hiring, and evaluating a diverse staff, team building, conflict resolution and effective management approaches.",Education Mod Map,Education Mod-Map,,,Education Mod-Map,693,Graduate,,Main Campus; Distance Learning-On Line,,EDMM-693,4690,2/26/2021 6:15,Item,Lists/Courses
Effective Planning and Instruction,This course focuses on high leverage planning and instructional strategies for effective teaching. An overview of the requirements for the clinical practice portfolio in resident teaching is included.,Education Mod Map,Education Mod-Map,,,Education Mod-Map,590,Graduate,,Main Campus,,EDMM-590,4691,2/26/2021 6:15,Item,Lists/Courses
Clinic Family Nursing,Clinical course offered concurrently with Essentials of Family Nursing.,Nursing,Nursing,,,Nursing,323C,Undergraduate,,,,NURS-323C,4692,2/26/2021 6:15,Item,Lists/Courses
Operations Management II,"This course continues the work begun in MGMT 301 Operations Management. It will cover the development of professional-level forecasting techniques (non-linear regression, autoregression) for planning purposes and include  event-driven and activity-scanning Monte Carlo simulations based on the forecasts for risk analysis.",Management & Ind Relations,Management & Indust Relations,,,Management & Indust Relations,304X,Undergraduate,TAKE MGMT-301 Previously,Main Campus,,MGMT-304X,4693,2/26/2021 6:15,Item,Lists/Courses
Grant Proposal Writing,"This course provides the student with an overview of the grant writing process as it relates to health related programs, research, and clinical practice.  Emphasis will be placed on skills needed to become an effective grant writer and how to manage budget allocations, and the role of collabooration with stakeholders and other grant seeking agencies. 3 semester hours",Health Science,Health Sciences,,,Health Sciences,327,Undergraduate,,Main Campus; Distance Learning-On Line,,HSCI-327,4694,2/26/2021 6:15,Item,Lists/Courses
Continuous Matriculation-DHSC,,Administration,Administration,,,Administration,600HS,Graduate,,Distance Learning-On Line,,ADMIN-600HS,4695,2/26/2021 6:15,Item,Lists/Courses
Music in America,"This course will study the history and development of popular musical styles in the United States through listening, analyzing, lecture, discussion and writing.  Students will understand how America's popular music developed, their important role in society and culture and begin to unpack the complex web of relations among music, history, ethnicity, race, gender, culture, creativity and the marketplace.",Music,Music,,,Music,210X,Undergraduate,,Main Campus,Fine Art Elective,MUSC-210X,4696,2/26/2021 6:15,Item,Lists/Courses
Intro Medical Simulation Technology," This course will include the fundamentals of technology used within healthcare simulation, including embedded systems, operating systems, programming techniques, computer networks and robotics.  Additionally, this course will include an introduction to medical terminology, simulation scenario design and the debriefing process.",Cptr Engr Technology,Computer Engineering Technolog,,,Computer Engineering Technolog,305,Undergraduate,,Main Campus; Distance Learning-On Line,,CPET-305,4697,2/26/2021 6:15,Item,Lists/Courses
Maj Figures in Lit:,,English,English,,,English,110SS,Undergraduate,,Main Campus,,ENGL-110SS,4698,2/26/2021 6:15,Item,Lists/Courses
Literary Figures:Tennessee Williams,,English,English,,,English,110D,Undergraduate,,Main Campus,,ENGL-110D,1886,2/26/2021 6:15,Item,Lists/Courses
Henry Miller,,English,English,,,English,110L,Undergraduate,,Main Campus,,ENGL-110L,2990,2/26/2021 6:15,Item,Lists/Courses
