Title,Colleague Section ID ,Section Name,Course ID,Section Number,Last Updated,Description,Location ,Term,Dates,Meeting Info,Week Days,Buildings,Classrooms,Instruction Methods,Course Types,Subject ,Departments,Academic Level ,Synonym,Faculty,Capacity,Course Number,Maximum Credits,Minimum Credits,Prerequisites,Credits,CEUs,Comments,Books,Books List Price,Books List Price Total,Item Type,Path
Thesis II (Spring 2021 BMEG-620B-A),85597,BMEG-620B-A,3225,A,2/26/2021 6:15,"This course must be taken in your last semester of course work or later. This is a team based project. Teams with members from both the life sciences and the quantitative sciences are strongly encouraged. You may have more that on advisor, but one faculty member needs to be identified as the primary advisor. Your capstone project may be based on a single project or multiple projects. Easn project, however, must be experimental or simulation in nature and be interdisciplinary. The project results should be publishable in peer reviewed journals. All projects must be approved by the University's BME program committee prior to student enrollment in the BME 620 course.",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Biomedical Engineering,Biomedical Engineering,Graduate,5266,"P. Patra, R. Deeb Bou-Chahine, C. Bach, M. Faezipour",50,620B,,3,    TAKE BMEG-620 OR BMEG-620A,3,,,,, $-   ,Item,Lists/Sections
Thesis III (HS Spring 2017 NRS-822-S8),64254,NRS-822-S8,4219,S8,1/13/2017 6:15,"With the advice and guidance of the thesis advisor, the student makes revisions to the first draft and submits a final version of the Senior Paper. Students may also be required to present their papers before a committee of faculty advisors. Prerequisite: NRS 811. 0.5 lecture hour; 0.5 semester credit",Main Campus,HS Spring 2017,1/10/2017 12:00:00 AM - 5/19/2017 12:00:00 AM,T 11:00 AM - 12:00 PM,T,Mandeville Hall,203,Lecture,,Research,Research,Naturopathic Medicine,6439,A. Ross,40,822,,0.5,Take NRS-811;,0.5,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-A-CB),88707,TCMG-598-A-CB,2100,A-CB,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8307,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-A-EK),88708,TCMG-598-A-EK,2100,A-EK,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8308,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-A-NS),88709,TCMG-598-A-NS,2100,A-NS,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8309,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-B-CB),88710,TCMG-598-B-CB,2100,B-CB,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8310,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-B-EK),88711,TCMG-598-B-EK,2100,B-EK,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8311,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Fall 2021 TCMG-598-B-NS),88712,TCMG-598-B-NS,2100,B-NS,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,8312,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-A-CB),86752,TCMG-598-A-CB,2100,A-CB,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T 3:30 PM - 6:00 PM,T,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6421,C. Bach,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-A-EK),86754,TCMG-598-A-EK,2100,A-EK,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,W 6:15 PM - 8:15 PM,W,Mandeville Hall,218,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6423,N. Kongar-Bahtiyar,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-A-NS),86755,TCMG-598-A-NS,2100,A-NS,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,T 9:30 AM - 12:00 PM,T,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6424,N. Sheikh,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-A-RD),87067,TCMG-598-A-RD,2100,A-RD,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,W 1:30 PM - 4:00 PM,W,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6708,R. Deeb Bou-Chahine,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-B-CB),86756,TCMG-598-B-CB,2100,B-CB,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6425,C. Bach,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-B-EK),86758,TCMG-598-B-EK,2100,B-EK,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6427,N. Kongar-Bahtiyar,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-B-NS),86759,TCMG-598-B-NS,2100,B-NS,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6428,N. Sheikh,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis in TM (Spring 2021 TCMG-598-B-RD),87068,TCMG-598-B-RD,2100,B-RD,2/26/2021 6:15,"Completion of a report based on field, library and institutional research to demonstrate ability to conduct investigations in a technology management discipline. Approval of the Director. TM Program. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Technology Management,Technology Management,Graduate,6709,R. Deeb Bou-Chahine,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Fall 2021 EDUC-595-A),88784,EDUC-595-A,600,A,2/26/2021 6:15,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Education,Education,Graduate,8384,,25,595,6,2,,2 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Spring 2017 EDUC-595-A),64675,EDUC-595-A,600,A,1/20/2017 6:15,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Main Campus,Spring 2017,1/17/2017 12:00:00 AM - 5/5/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,,Education,Education,Graduate,6830,F. Martignetti,25,595,6,2,,2 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Spring 2021 EDUC-595-BP2),85961,EDUC-595-BP2,600,BP2,2/26/2021 6:15,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Distance Learning-On Line,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,Online,,Education,Education,Graduate,5630,,25,595,6,1,,1 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Spring 2021 EDUC-595-EF),85962,EDUC-595-EF,600,EF,2/26/2021 6:15,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,Online,Independent Study,Education,Education,Graduate,5631,E. Flynn,,595,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Spring 2021 EDUC-595-FM),87233,EDUC-595-FM,600,FM,2/26/2021 6:15,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,,Education,Education,Graduate,6865,F. Martignetti,25,595,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis Rsch-Master's (Summer 2017 EDUC-595-A),66509,EDUC-595-A,600,A,9/14/2017 8:50,This is a culminating experience option at the Master?s level for Education students. 2-6 semester hours,Main Campus,Summer 2017,5/8/2017 12:00:00 AM - 6/30/2017 12:00:00 AM,,,To Be Announced,TBA,By Arrangement,,Education,Education,Graduate,8608,F. Martignetti,4,595,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis/Project (Fall 2021 CJHS-599-DB),89039,CJHS-599-DB,4376,DB,2/26/2021 6:15,"The thesis represents the culmination of the MA in Criminal Justice and Human Security class. It demonstrates competency in the major as well as the track in which the student has chosen to specialize. The Thesis requires identifying a theme or topic selected by the student in consultation with the thesis adviser and this is followed by detailed research on the topic and the analysis of findings in the form of substantial written work. This is normally done within the confines of the student's final semester of study in the program.  Students also have the option of a project demonstrating competency (PDC), which includes key papers from the student's graduate study. In creating a PDC, students' papers must be revised and refined to reflect thesis-level work. They should be contextualized through a separate detailed text that includes a literature review and explains both the significance of previous papers in the PDC and the ways in which they correlate. ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Criminal Justice,Criminal Justice Hum Security,Graduate,8638,,25,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis/Project (Fall 2021 CJHS-599-KA),89040,CJHS-599-KA,4376,KA,2/28/2021 6:15,"The thesis represents the culmination of the MA in Criminal Justice and Human Security class. It demonstrates competency in the major as well as the track in which the student has chosen to specialize. The Thesis requires identifying a theme or topic selected by the student in consultation with the thesis adviser and this is followed by detailed research on the topic and the analysis of findings in the form of substantial written work. This is normally done within the confines of the student's final semester of study in the program.  Students also have the option of a project demonstrating competency (PDC), which includes key papers from the student's graduate study. In creating a PDC, students' papers must be revised and refined to reflect thesis-level work. They should be contextualized through a separate detailed text that includes a literature review and explains both the significance of previous papers in the PDC and the ways in which they correlate. ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,T 4:30 PM - 5:45 PM,T,,,Hybrid,,Criminal Justice,Criminal Justice Hum Security,Graduate,8639,,1,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis/Project (Fall 2021 CJHS-599-SK),89041,CJHS-599-SK,4376,SK,2/26/2021 6:15,"The thesis represents the culmination of the MA in Criminal Justice and Human Security class. It demonstrates competency in the major as well as the track in which the student has chosen to specialize. The Thesis requires identifying a theme or topic selected by the student in consultation with the thesis adviser and this is followed by detailed research on the topic and the analysis of findings in the form of substantial written work. This is normally done within the confines of the student's final semester of study in the program.  Students also have the option of a project demonstrating competency (PDC), which includes key papers from the student's graduate study. In creating a PDC, students' papers must be revised and refined to reflect thesis-level work. They should be contextualized through a separate detailed text that includes a literature review and explains both the significance of previous papers in the PDC and the ways in which they correlate. ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,,,By Arrangement,,Criminal Justice,Criminal Justice Hum Security,Graduate,8640,,1,599,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis-MSME (Fall 2021 MEEG-598-A3),88603,MEEG-598-A3,1060,A3,2/26/2021 6:15,"Lecture hours, semester hours and topics to the arranged. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,Thesis,Mechanical Engineering,Mechanical Engineering,Graduate,8206,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis-MSME (Fall 2021 MEEG-598-A6),88604,MEEG-598-A6,1060,A6,2/26/2021 6:15,"Lecture hours, semester hours and topics to the arranged. 3-6 semester hours ",Main Campus,Fall 2021,8/23/2021 12:00:00 AM - 12/10/2021 12:00:00 AM,,,On-Line,ONLN,Online,Thesis,Mechanical Engineering,Mechanical Engineering,Graduate,8207,,40,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Thesis-MSME (Spring 2021 MEEG-598-A3),86358,MEEG-598-A3,1060,A3,2/26/2021 6:15,"Lecture hours, semester hours and topics to the arranged. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Mechanical Engineering,Mechanical Engineering,Graduate,6027,"J. Hu, J. Pallis, Z. Li, N. Kongar-Bahtiyar, P. Patra",50,598,,3,,3,,,,, $-   ,Item,Lists/Sections
Thesis-MSME (Spring 2021 MEEG-598-A6),86359,MEEG-598-A6,1060,A6,2/26/2021 6:15,"Lecture hours, semester hours and topics to the arranged. 3-6 semester hours ",Main Campus,Spring 2021,1/25/2021 12:00:00 AM - 5/7/2021 12:00:00 AM,,,On-Line,ONLN,By Arrangement,Thesis,Mechanical Engineering,Mechanical Engineering,Graduate,6028,"J. Hu, J. Pallis, Z. Li, N. Kongar-Bahtiyar, P. Patra",50,598,,6,,6,,,,, $-   ,Item,Lists/Sections
Thesis-MSME (Summer 2021 MEEG-598-S1),88173,MEEG-598-S1,1060,S1,2/26/2021 6:15,"Lecture hours, semester hours and topics to the arranged. 3-6 semester hours ",Main Campus,Summer 2021,5/17/2021 12:00:00 AM - 8/20/2021 12:00:00 AM,,,,,By Arrangement,Thesis,Mechanical Engineering,Mechanical Engineering,Graduate,7781,J. Hu,10,598,6,3,,3 - 6,,,,, $-   ,Item,Lists/Sections
Tissue Engineering (Fall 2021 BMEG-580-11),88721,BMEG-580-11,2803,11,2/28/2021 6:15,"The objective of this course is to provide students a foundation for the undersatnding of cell based systems needed for tissue engineering.The structure-property-function relationships in normal and pathilogical mammalian tissues will be covered.A review of the current development of biological substitutes to restore, maintain, or improve functions that includes strategies to regenerate metabolic organs and repair structural tissues, as well as cell-based therapies to deliver proteins and other therapeutic drugs deliver proteins and other therapeutic drugs will be discussed.There are a variety of very importanat materials issues in tissue engineering, which will be discussed in detail.Cells adherence to the extracellular matrix materials in the body and their enormous effect on cell behavior will be detailed.The physical and chemical properties of these materials will be examined and important materials used in tissue engineering will be discussed.",Main Campus,Fall 2021,8/25/2021 12:00:00 AM - 12/8/2021 12:00:00 AM,W 1:30 PM - 4:00 PM,W,Mandeville Hall,323,Lecture,,Biomedical Engineering,Biomedical Engineering,Graduate,8321,,25,580,,3,,3,,,,, $-   ,Item,Lists/Sections
